TENSMEYER_NB;ICDAR_CLAMM;OrigFileName;Script_type_ICDAR2017;DATE_ICDAR;FileName;D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12
371;Task_1_3;IRHT_P_004784.tif;6_Hybrida;9;IRHT_P_004784.tif;0.0;0.21;0.0;0.0;0.0;0.27;0.0;0.52;0.0;0.0;0.0;0.0
321;Task_1_3;IRHT_P_004790.tif;11_Textualis;6;IRHT_P_004790.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1095;Task_1_3;IRHT_P_004791.tif;11_Textualis;4;IRHT_P_004791.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1013;Task_1_3;IRHT_P_004793.tif;11_Textualis;10;IRHT_P_004793.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
244;Task_1_3;IRHT_P_004795.tif;11_Textualis;5;IRHT_P_004795.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.01;0.99;0.0
992;Task_1_3;IRHT_P_004796.tif;7_Praegothica;3;IRHT_P_004796.tif;0.02;0.0;0.0;0.0;0.0;0.0;0.84;0.0;0.0;0.0;0.14;0.0
1462;Task_1_3;IRHT_P_004804.tif;8_Semihybrida;11;IRHT_P_004804.tif;0.0;0.07;0.0;0.0;0.0;0.01;0.0;0.92;0.0;0.0;0.0;0.0
556;Task_1_3;IRHT_P_004806.tif;2_Cursiva;11;IRHT_P_004806.tif;0.0;0.67;0.0;0.0;0.04;0.13;0.0;0.15;0.0;0.0;0.0;0.0
1688;Task_1_3;IRHT_P_004812.tif;1_Caroline;1;IRHT_P_004812.tif;0.98;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
718;Task_1_3;IRHT_P_004816.tif;10_Textualis_meridionalis;12;IRHT_P_004816.tif;0.0;0.0;0.0;0.68;0.0;0.0;0.0;0.0;0.0;0.25;0.06;0.0
98;Task_1_3;IRHT_P_004820.tif;2_Cursiva;5;IRHT_P_004820.tif;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1208;Task_1_3;IRHT_P_004825.tif;5_Humanistic_Cursive;10;IRHT_P_004825.tif;0.02;0.0;0.0;0.32;0.35;0.04;0.0;0.0;0.26;0.0;0.0;0.0
999;Task_1_3;IRHT_P_004830.tif;2_Cursiva;13;IRHT_P_004830.tif;0.0;0.78;0.0;0.0;0.0;0.03;0.0;0.18;0.0;0.0;0.0;0.0
1864;Task_1_3;IRHT_P_004837.tif;4_Humanistic;14;IRHT_P_004837.tif;0.02;0.02;0.0;0.91;0.01;0.02;0.0;0.0;0.0;0.0;0.01;0.0
547;Task_1_3;IRHT_P_004841.tif;8_Semihybrida;10;IRHT_P_004841.tif;0.0;0.71;0.0;0.0;0.0;0.1;0.0;0.16;0.0;0.0;0.02;0.0
117;Task_1_3;IRHT_P_004843.tif;2_Cursiva;9;IRHT_P_004843.tif;0.0;0.96;0.0;0.0;0.0;0.01;0.0;0.03;0.0;0.0;0.0;0.0
1879;Task_1_3;IRHT_P_004844.tif;8_Semihybrida;10;IRHT_P_004844.tif;0.0;0.28;0.0;0.0;0.24;0.15;0.0;0.33;0.0;0.0;0.0;0.0
1264;Task_1_3;IRHT_P_004846.tif;8_Semihybrida;10;IRHT_P_004846.tif;0.0;0.06;0.0;0.0;0.0;0.55;0.0;0.38;0.0;0.0;0.0;0.0
771;Task_1_3;IRHT_P_004847.tif;6_Hybrida;10;IRHT_P_004847.tif;0.0;0.15;0.0;0.0;0.04;0.39;0.0;0.39;0.0;0.0;0.01;0.0
226;Task_1_3;IRHT_P_004855.tif;2_Cursiva;6;IRHT_P_004855.tif;0.0;0.87;0.0;0.0;0.0;0.01;0.0;0.05;0.05;0.0;0.02;0.0
783;Task_1_3;IRHT_P_004857.tif;2_Cursiva;7;IRHT_P_004857.tif;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1098;Task_1_3;IRHT_P_004860.tif;4_Humanistic;10;IRHT_P_004860.tif;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1666;Task_1_3;IRHT_P_004867.tif;2_Cursiva;10;IRHT_P_004867.tif;0.0;0.94;0.0;0.0;0.0;0.06;0.0;0.0;0.0;0.0;0.0;0.0
1806;Task_1_3;IRHT_P_004870.tif;8_Semihybrida;10;IRHT_P_004870.tif;0.0;0.75;0.0;0.0;0.0;0.12;0.0;0.12;0.0;0.0;0.0;0.0
873;Task_1_3;IRHT_P_004872.tif;2_Cursiva;11;IRHT_P_004872.tif;0.0;0.23;0.0;0.0;0.0;0.34;0.0;0.03;0.0;0.0;0.39;0.0
651;Task_1_3;IRHT_P_004873.tif;2_Cursiva;12;IRHT_P_004873.tif;0.0;0.85;0.0;0.0;0.0;0.1;0.0;0.05;0.0;0.0;0.0;0.0
1721;Task_1_3;IRHT_P_004874.tif;8_Semihybrida;10;IRHT_P_004874.tif;0.0;0.81;0.0;0.0;0.0;0.03;0.0;0.15;0.0;0.0;0.0;0.0
1383;Task_1_3;IRHT_P_004879.tif;2_Cursiva;10;IRHT_P_004879.tif;0.0;0.55;0.0;0.0;0.0;0.0;0.0;0.45;0.0;0.0;0.0;0.0
1273;Task_1_3;IRHT_P_004891.tif;5_Humanistic_Cursive;14;IRHT_P_004891.tif;0.0;0.01;0.0;0.0;0.93;0.05;0.0;0.0;0.0;0.0;0.0;0.0
852;Task_1_3;IRHT_P_004913.tif;11_Textualis;6;IRHT_P_004913.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.56;0.41;0.02;0.0
429;Task_1_3;IRHT_P_004921.tif;7_Praegothica;3;IRHT_P_004921.tif;0.02;0.0;0.0;0.0;0.0;0.0;0.94;0.0;0.0;0.0;0.03;0.0
886;Task_1_3;IRHT_P_004922.tif;7_Praegothica;3;IRHT_P_004922.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.97;0.0;0.02;0.0;0.0;0.0
36;Task_1_3;IRHT_P_004941.tif;11_Textualis;6;IRHT_P_004941.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.12;0.87;0.0
1476;Task_1_3;IRHT_P_004942.tif;11_Textualis;6;IRHT_P_004942.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.03;0.95;0.0
677;Task_1_3;IRHT_P_004943.tif;11_Textualis;5;IRHT_P_004943.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
864;Task_1_3;IRHT_P_004947.tif;11_Textualis;5;IRHT_P_004947.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.0;0.08;0.0;0.89;0.0
268;Task_1_3;IRHT_P_004953.tif;11_Textualis;5;IRHT_P_004953.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.01;0.01;0.97;0.0
1870;Task_1_3;IRHT_P_004954.tif;11_Textualis;9;IRHT_P_004954.tif;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.01;0.0;0.98;0.0
1712;Task_1_3;IRHT_P_004958.tif;11_Textualis;5;IRHT_P_004958.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.99;0.0
1859;Task_1_3;IRHT_P_004963.tif;3_Half_Uncial;2;IRHT_P_004963.tif;0.02;0.03;0.87;0.0;0.0;0.02;0.0;0.05;0.0;0.0;0.01;0.0
1578;Task_1_3;IRHT_P_004964.tif;3_Half_Uncial;2;IRHT_P_004964.tif;0.01;0.0;0.84;0.01;0.0;0.01;0.11;0.0;0.0;0.0;0.02;0.0
859;Task_1_3;IRHT_P_004976.tif;1_Caroline;1;IRHT_P_004976.tif;0.87;0.0;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03
1391;Task_1_3;IRHT_P_004980.tif;3_Half_Uncial;1;IRHT_P_004980.tif;0.32;0.0;0.38;0.02;0.0;0.0;0.26;0.0;0.0;0.0;0.0;0.01
772;Task_1_3;IRHT_P_004981.tif;12_Uncial;1;IRHT_P_004981.tif;0.76;0.0;0.0;0.08;0.02;0.0;0.02;0.0;0.0;0.0;0.0;0.11
1137;Task_1_3;IRHT_P_004988.tif;3_Half_Uncial;2;IRHT_P_004988.tif;0.02;0.01;0.89;0.0;0.01;0.03;0.02;0.01;0.0;0.0;0.01;0.0
1174;Task_1_3;IRHT_P_004989.tif;3_Half_Uncial;2;IRHT_P_004989.tif;0.17;0.0;0.77;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0
568;Task_1_3;IRHT_P_004990.tif;11_Textualis;6;IRHT_P_004990.tif;0.0;0.04;0.0;0.0;0.0;0.01;0.0;0.0;0.01;0.0;0.93;0.0
4;Task_1_3;IRHT_P_004993.tif;11_Textualis;7;IRHT_P_004993.tif;0.0;0.0;0.0;0.01;0.0;0.01;0.0;0.0;0.05;0.01;0.92;0.0
1433;Task_1_3;IRHT_P_005025.tif;1_Caroline;2;IRHT_P_005025.tif;0.14;0.0;0.01;0.0;0.0;0.0;0.84;0.0;0.0;0.0;0.0;0.0
1715;Task_1_3;IRHT_P_005027.tif;7_Praegothica;3;IRHT_P_005027.tif;0.76;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.03;0.0
191;Task_1_3;IRHT_P_005030.tif;7_Praegothica;3;IRHT_P_005030.tif;0.09;0.0;0.0;0.0;0.0;0.0;0.91;0.0;0.0;0.0;0.0;0.0
715;Task_1_3;IRHT_P_005032.tif;7_Praegothica;3;IRHT_P_005032.tif;0.0;0.01;0.0;0.0;0.0;0.01;0.93;0.01;0.0;0.0;0.04;0.0
1727;Task_1_3;IRHT_P_005036.tif;1_Caroline;2;IRHT_P_005036.tif;0.08;0.0;0.0;0.0;0.0;0.0;0.92;0.0;0.0;0.0;0.0;0.0
161;Task_1_3;IRHT_P_005039.tif;2_Cursiva;5;IRHT_P_005039.tif;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.0
1016;Task_1_3;IRHT_P_005040.tif;2_Cursiva;7;IRHT_P_005040.tif;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.0
1421;Task_1_3;IRHT_P_005043.tif;2_Cursiva;7;IRHT_P_005043.tif;0.0;0.98;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.0;0.0;0.0
1616;Task_1_3;IRHT_P_005045.tif;2_Cursiva;8;IRHT_P_005045.tif;0.0;0.95;0.0;0.0;0.0;0.01;0.0;0.03;0.0;0.0;0.01;0.0
1317;Task_1_3;IRHT_P_005046.tif;2_Cursiva;12;IRHT_P_005046.tif;0.0;0.77;0.0;0.0;0.0;0.01;0.0;0.22;0.0;0.0;0.0;0.0
1600;Task_1_3;IRHT_P_005049.tif;11_Textualis;6;IRHT_P_005049.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
288;Task_1_3;IRHT_P_005056.tif;11_Textualis;4;IRHT_P_005056.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1878;Task_1_3;IRHT_P_005058.tif;7_Praegothica;3;IRHT_P_005058.tif;0.0;0.0;0.0;0.01;0.0;0.01;0.95;0.0;0.01;0.0;0.02;0.0
732;Task_1_3;IRHT_P_005063.tif;11_Textualis;10;IRHT_P_005063.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1223;Task_1_3;IRHT_P_005065.tif;11_Textualis;6;IRHT_P_005065.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.99;0.0
539;Task_1_3;IRHT_P_005074.tif;1_Caroline;1;IRHT_P_005074.tif;0.99;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1506;Task_1_3;IRHT_P_005082.tif;1_Caroline;2;IRHT_P_005082.tif;0.76;0.0;0.0;0.01;0.01;0.0;0.21;0.0;0.0;0.0;0.01;0.0
183;Task_1_3;IRHT_P_005085.tif;1_Caroline;1;IRHT_P_005085.tif;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1371;Task_1_3;IRHT_P_005086.tif;1_Caroline;1;IRHT_P_005086.tif;0.99;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
510;Task_1_3;IRHT_P_005090.tif;1_Caroline;1;IRHT_P_005090.tif;0.93;0.0;0.01;0.01;0.0;0.0;0.04;0.0;0.0;0.0;0.0;0.0
278;Task_1_3;IRHT_P_005091.tif;1_Caroline;2;IRHT_P_005091.tif;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
398;Task_1_3;IRHT_P_005097.tif;1_Caroline;2;IRHT_P_005097.tif;0.86;0.0;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.0;0.0
1306;Task_1_3;IRHT_P_005099.tif;1_Caroline;2;IRHT_P_005099.tif;0.99;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0
990;Task_1_3;IRHT_P_005100.tif;1_Caroline;2;IRHT_P_005100.tif;0.92;0.0;0.0;0.0;0.0;0.0;0.08;0.0;0.0;0.0;0.0;0.0
317;Task_1_3;IRHT_P_005101.tif;1_Caroline;2;IRHT_P_005101.tif;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
118;Task_1_3;IRHT_P_005104.tif;1_Caroline;2;IRHT_P_005104.tif;0.94;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;0.0;0.0
171;Task_1_3;IRHT_P_005110.tif;11_Textualis;8;IRHT_P_005110.tif;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.97;0.0
247;Task_1_3;IRHT_P_005115.tif;11_Textualis;13;IRHT_P_005115.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.98;0.0
1063;Task_1_3;IRHT_P_005118.tif;11_Textualis;12;IRHT_P_005118.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
402;Task_1_3;IRHT_P_005119.tif;11_Textualis;12;IRHT_P_005119.tif;0.0;0.11;0.0;0.06;0.06;0.03;0.04;0.02;0.02;0.01;0.64;0.0
620;Task_1_3;IRHT_P_005124.tif;11_Textualis;4;IRHT_P_005124.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.23;0.0;0.0;0.0;0.77;0.0
481;Task_1_3;IRHT_P_005131.tif;11_Textualis;11;IRHT_P_005131.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1307;Task_1_3;IRHT_P_005139.tif;11_Textualis;6;IRHT_P_005139.tif;0.0;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.11;0.0;0.84;0.0
1000;Task_1_3;IRHT_P_005145.tif;11_Textualis;6;IRHT_P_005145.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
836;Task_1_3;IRHT_P_005146.tif;11_Textualis;4;IRHT_P_005146.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.7;0.0
1326;Task_1_3;IRHT_P_005147.tif;11_Textualis;6;IRHT_P_005147.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.99;0.0
1965;Task_1_3;IRHT_P_005151.tif;11_Textualis;5;IRHT_P_005151.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.98;0.0
463;Task_1_3;IRHT_P_005153.tif;11_Textualis;4;IRHT_P_005153.tif;0.0;0.07;0.0;0.0;0.0;0.02;0.0;0.0;0.02;0.0;0.88;0.0
1959;Task_1_3;IRHT_P_005155.tif;11_Textualis;7;IRHT_P_005155.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1235;Task_1_3;IRHT_P_005156.tif;11_Textualis;6;IRHT_P_005156.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.0;0.0;0.98;0.0
1038;Task_1_3;IRHT_P_005161.tif;11_Textualis;5;IRHT_P_005161.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19;0.04;0.77;0.0
1180;Task_1_3;IRHT_P_005163.tif;11_Textualis;6;IRHT_P_005163.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.03;0.01;0.94;0.0
1788;Task_1_3;IRHT_P_005164.tif;11_Textualis;5;IRHT_P_005164.tif;0.0;0.02;0.0;0.01;0.02;0.03;0.0;0.03;0.01;0.0;0.88;0.0
1390;Task_1_3;IRHT_P_005166.tif;11_Textualis;5;IRHT_P_005166.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.02;0.0;0.97;0.0
1381;Task_1_3;IRHT_P_005174.tif;11_Textualis;7;IRHT_P_005174.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
929;Task_1_3;IRHT_P_005180.tif;11_Textualis;6;IRHT_P_005180.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1266;Task_1_3;IRHT_P_005182.tif;6_Hybrida;4;IRHT_P_005182.tif;0.0;0.02;0.0;0.0;0.0;0.75;0.0;0.04;0.06;0.0;0.12;0.0
198;Task_1_3;IRHT_P_005188.tif;7_Praegothica;3;IRHT_P_005188.tif;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
116;Task_1_3;IRHT_P_005201.tif;8_Semihybrida;8;IRHT_P_005201.tif;0.01;0.28;0.0;0.0;0.0;0.58;0.0;0.12;0.0;0.0;0.0;0.0
1376;Task_1_3;IRHT_P_005205.tif;9_Semitextualis;5;IRHT_P_005205.tif;0.0;0.03;0.0;0.02;0.02;0.01;0.04;0.01;0.09;0.01;0.77;0.0
1331;Task_1_3;IRHT_P_005207.tif;7_Praegothica;3;IRHT_P_005207.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.98;0.0;0.0;0.0;0.02;0.0
474;Task_1_3;IRHT_P_005208.tif;7_Praegothica;3;IRHT_P_005208.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.94;0.0;0.0;0.0;0.06;0.0
324;Task_1_3;IRHT_P_005209.tif;7_Praegothica;3;IRHT_P_005209.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.47;0.0;0.0;0.0;0.53;0.0
1559;Task_1_3;IRHT_P_005213.tif;7_Praegothica;3;IRHT_P_005213.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.99;0.0;0.0;0.0;0.01;0.0
1368;Task_1_3;IRHT_P_005217.tif;7_Praegothica;3;IRHT_P_005217.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.94;0.0;0.0;0.0;0.06;0.0
567;Task_1_3;IRHT_P_005223.tif;7_Praegothica;3;IRHT_P_005223.tif;0.0;0.0;0.0;0.01;0.0;0.0;0.94;0.0;0.01;0.0;0.03;0.0
1263;Task_1_3;IRHT_P_005229.tif;11_Textualis;3;IRHT_P_005229.tif;0.0;0.01;0.0;0.01;0.01;0.01;0.83;0.03;0.01;0.0;0.1;0.0
937;Task_1_3;IRHT_P_005232.tif;7_Praegothica;3;IRHT_P_005232.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.91;0.0;0.0;0.01;0.08;0.0
1468;Task_1_3;IRHT_P_005233.tif;7_Praegothica;3;IRHT_P_005233.tif;0.0;0.0;0.0;0.0;0.01;0.0;0.99;0.0;0.0;0.0;0.01;0.0
1139;Task_1_3;IRHT_P_005236.tif;7_Praegothica;3;IRHT_P_005236.tif;0.02;0.0;0.0;0.0;0.0;0.0;0.98;0.0;0.0;0.0;0.0;0.0
1709;Task_1_3;IRHT_P_005245.tif;2_Cursiva;7;IRHT_P_005245.tif;0.0;0.97;0.0;0.0;0.0;0.01;0.0;0.02;0.0;0.0;0.0;0.0
819;Task_1_3;IRHT_P_005249.tif;8_Semihybrida;10;IRHT_P_005249.tif;0.0;0.76;0.0;0.0;0.0;0.07;0.0;0.16;0.0;0.0;0.0;0.0
1218;Task_1_3;IRHT_P_005255.tif;5_Humanistic_Cursive;14;IRHT_P_005255.tif;0.0;0.0;0.0;0.08;0.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1589;Task_1_3;IRHT_P_005257.tif;2_Cursiva;13;IRHT_P_005257.tif;0.0;0.32;0.0;0.0;0.02;0.0;0.0;0.65;0.0;0.0;0.0;0.0
361;Task_1_3;IRHT_P_005259.tif;8_Semihybrida;13;IRHT_P_005259.tif;0.0;0.17;0.0;0.0;0.0;0.01;0.0;0.82;0.0;0.0;0.0;0.0
173;Task_1_3;IRHT_P_005263.tif;2_Cursiva;9;IRHT_P_005263.tif;0.0;0.83;0.0;0.0;0.0;0.09;0.0;0.08;0.0;0.0;0.0;0.0
1610;Task_1_3;IRHT_P_005274.tif;2_Cursiva;9;IRHT_P_005274.tif;0.0;0.79;0.0;0.0;0.0;0.2;0.0;0.01;0.0;0.0;0.0;0.0
1823;Task_1_3;IRHT_P_005283.tif;8_Semihybrida;11;IRHT_P_005283.tif;0.0;0.71;0.0;0.0;0.01;0.02;0.0;0.26;0.0;0.0;0.0;0.0
1969;Task_1_3;IRHT_P_005284.tif;2_Cursiva;9;IRHT_P_005284.tif;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
425;Task_1_3;IRHT_P_005287.tif;9_Semitextualis;7;IRHT_P_005287.tif;0.0;0.01;0.0;0.02;0.02;0.02;0.0;0.04;0.6;0.25;0.02;0.0
184;Task_1_3;IRHT_P_005289.tif;6_Hybrida;12;IRHT_P_005289.tif;0.0;0.02;0.0;0.0;0.1;0.77;0.0;0.09;0.01;0.0;0.0;0.0
1084;Task_1_3;IRHT_P_005293.tif;2_Cursiva;11;IRHT_P_005293.tif;0.0;0.95;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0
73;Task_1_3;IRHT_P_005296.tif;11_Textualis;6;IRHT_P_005296.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.99;0.0
1857;Task_1_3;IRHT_P_005298.tif;9_Semitextualis;5;IRHT_P_005298.tif;0.0;0.01;0.0;0.0;0.0;0.1;0.01;0.01;0.78;0.01;0.08;0.0
18;Task_1_3;IRHT_P_005313.tif;11_Textualis;5;IRHT_P_005313.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23;0.0;0.76;0.0
479;Task_1_3;IRHT_P_005320.tif;11_Textualis;4;IRHT_P_005320.tif;0.0;0.0;0.0;0.0;0.01;0.0;0.11;0.0;0.02;0.0;0.84;0.0
1183;Task_1_3;IRHT_P_005321.tif;6_Hybrida;11;IRHT_P_005321.tif;0.0;0.03;0.0;0.0;0.0;0.81;0.0;0.15;0.0;0.0;0.0;0.0
853;Task_1_3;IRHT_P_005324.tif;2_Cursiva;10;IRHT_P_005324.tif;0.0;0.92;0.0;0.0;0.0;0.01;0.0;0.07;0.0;0.0;0.0;0.0
147;Task_1_3;IRHT_P_005327.tif;7_Praegothica;3;IRHT_P_005327.tif;0.17;0.01;0.0;0.0;0.0;0.12;0.27;0.01;0.33;0.01;0.08;0.0
112;Task_1_3;IRHT_P_005342.tif;1_Caroline;1;IRHT_P_005342.tif;0.94;0.0;0.0;0.01;0.03;0.0;0.02;0.0;0.0;0.0;0.0;0.0
781;Task_1_3;IRHT_P_005353.tif;7_Praegothica;3;IRHT_P_005353.tif;0.06;0.02;0.07;0.03;0.09;0.02;0.55;0.0;0.05;0.0;0.12;0.0
805;Task_1_3;IRHT_P_005382.tif;9_Semitextualis;10;IRHT_P_005382.tif;0.0;0.05;0.0;0.02;0.01;0.28;0.0;0.02;0.48;0.0;0.12;0.0
753;Task_1_3;IRHT_P_005383.tif;9_Semitextualis;10;IRHT_P_005383.tif;0.0;0.06;0.0;0.0;0.0;0.04;0.0;0.01;0.79;0.0;0.09;0.0
142;Task_1_3;IRHT_P_005384.tif;9_Semitextualis;10;IRHT_P_005384.tif;0.0;0.04;0.0;0.0;0.0;0.22;0.0;0.02;0.59;0.0;0.12;0.0
506;Task_1_3;IRHT_P_005401.tif;11_Textualis;12;IRHT_P_005401.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.99;0.0
1116;Task_1_3;IRHT_P_005402.tif;2_Cursiva;10;IRHT_P_005402.tif;0.02;0.57;0.01;0.02;0.05;0.01;0.08;0.08;0.09;0.01;0.04;0.01
1012;Task_1_3;IRHT_P_005403.tif;7_Praegothica;3;IRHT_P_005403.tif;0.12;0.06;0.0;0.02;0.03;0.13;0.5;0.01;0.04;0.01;0.07;0.0
577;Task_1_3;IRHT_P_005404.tif;7_Praegothica;3;IRHT_P_005404.tif;0.0;0.0;0.0;0.01;0.01;0.0;0.92;0.01;0.0;0.0;0.04;0.0
622;Task_1_3;IRHT_P_005405.tif;7_Praegothica;3;IRHT_P_005405.tif;0.0;0.0;0.01;0.03;0.05;0.0;0.89;0.0;0.0;0.0;0.0;0.0
608;Task_1_3;IRHT_P_005406.tif;7_Praegothica;3;IRHT_P_005406.tif;0.0;0.0;0.0;0.0;0.0;0.0;0.97;0.0;0.0;0.0;0.02;0.0
644;Task_1_3;IRHT_P_005408.tif;7_Praegothica;3;IRHT_P_005408.tif;0.0;0.0;0.0;0.0;0.01;0.01;0.97;0.0;0.0;0.0;0.0;0.0
1299;Task_1_3;IRHT_P_005416.tif;1_Caroline;2;IRHT_P_005416.tif;0.09;0.0;0.0;0.01;0.02;0.0;0.87;0.0;0.0;0.0;0.0;0.01
963;Task_1_3;IRHT_P_005417.tif;1_Caroline;1;IRHT_P_005417.tif;0.33;0.01;0.01;0.31;0.03;0.01;0.12;0.02;0.01;0.02;0.1;0.02
284;Task_1_3;IRHT_P_005418.tif;1_Caroline;2;IRHT_P_005418.tif;0.47;0.03;0.01;0.15;0.03;0.02;0.19;0.01;0.05;0.0;0.04;0.01
1405;Task_1_3;IRHT_P_005419.tif;1_Caroline;2;IRHT_P_005419.tif;0.64;0.0;0.05;0.02;0.01;0.0;0.26;0.0;0.02;0.0;0.01;0.01
1529;Task_1_3;IRHT_P_005424.tif;7_Praegothica;3;IRHT_P_005424.tif;0.01;0.0;0.0;0.01;0.0;0.0;0.91;0.0;0.0;0.0;0.05;0.0
880;Task_1_3;IRHT_P_005428.tif;1_Caroline;2;IRHT_P_005428.tif;0.65;0.03;0.02;0.14;0.01;0.01;0.05;0.0;0.01;0.0;0.06;0.02
1826;Task_1_3;IRHT_P_005431.tif;9_Semitextualis;6;IRHT_P_005431.tif;0.0;0.0;0.0;0.0;0.0;0.24;0.01;0.0;0.35;0.03;0.36;0.0
1503;Task_1_3;IRHT_P_005440.tif;11_Textualis;10;IRHT_P_005440.tif;0.0;0.04;0.0;0.0;0.0;0.01;0.01;0.02;0.0;0.02;0.89;0.0
1308;Task_1_3;IRHT_P_005450.tif;9_Semitextualis;6;IRHT_P_005450.tif;0.0;0.01;0.0;0.01;0.0;0.01;0.0;0.0;0.66;0.0;0.3;0.0
